Question,Answer
How can I resolve the issue of not being able to print my learner license?,"Please follow the process below to print Learner License.
https://sarathi.parivahan.gov.in >> Select State >> Learner License >> Print Learner License(Form3) >> Enter Application No & Date of Birth"
What steps can I follow to successfully print my learner license?,"Please follow the process below to print Learner License.
https://sarathi.parivahan.gov.in >> Select State >> Learner License >> Print Learner License(Form3) >> Enter Application No & Date of Birth"
What is the process for cancelling a driving license application?,"Please follow the below process to cancel the application.
https://sarathi.parivahan.gov.in >> Select State >> Others >> Cancel Application."
How do I cancel my application for a driving license?,"Please follow the below process to cancel the application.
https://sarathi.parivahan.gov.in >> Select State >> Others >> Cancel Application."
Can you guide me through the application cancellation procedure?,"Please follow the below process to cancel the application.
https://sarathi.parivahan.gov.in >> Select State >> Others >> Cancel Application."
What is the procedure for the following driving license services?,"Please follow the process below to apply for services on Driving License:
https://sarathi.parivahan.gov.in >> Select State >> Driving License >> Services on Drivers License >> Continue Instructions >> Enter Drivers License Number & DOB >> Submit."
How can I learn about the process for different driving license-related services?,"Please follow the process below to apply for services on Driving License:
https://sarathi.parivahan.gov.in >> Select State >> Driving License >> Services on Drivers License >> Continue Instructions >> Enter Drivers License Number & DOB >> Submit."
What steps should I follow for various driving license services?,"Please follow the process below to apply for services on Driving License:
https://sarathi.parivahan.gov.in >> Select State >> Driving License >> Services on Drivers License >> Continue Instructions >> Enter Drivers License Number & DOB >> Submit."
How to apply for a learner's license?,"Steps to for Learners' Licence for New Learner's License (Flow may be differ from state to state):-
1. Visit https://sarathi.parivahan.gov.in/
2. Select concerned state
3. Click on ""Application for New Learners License"" from ""Learner's License"" menu
4. Fill up Learner's License application Form
5. Click on Next Button to proceed
6. Visit RTO on scheduled date with original documents & Fee Slip"
What is the procedure to obtain a learner's license?,"Steps to for Learners' Licence for New Learner's License (Flow may be differ from state to state):-
1. Visit https://sarathi.parivahan.gov.in/
2. Select concerned state
3. Click on ""Application for New Learners License"" from ""Learner's License"" menu
4. Fill up Learner's License application Form
5. Click on Next Button to proceed
6. Visit RTO on scheduled date with original documents & Fee Slip"
How do I get my learner's license?,"Steps to for Learners' Licence for New Learner's License (Flow may be differ from state to state):-
1. Visit https://sarathi.parivahan.gov.in/
2. Select concerned state
3. Click on ""Application for New Learners License"" from ""Learner's License"" menu
4. Fill up Learner's License application Form
5. Click on Next Button to proceed
6. Visit RTO on scheduled date with original documents & Fee Slip"
Can I apply for a learner's license online?,"Steps to for Learners' Licence for New Learner's License (Flow may be differ from state to state):-
1. Visit https://sarathi.parivahan.gov.in/
2. Select concerned state
3. Click on ""Application for New Learners License"" from ""Learner's License"" menu
4. Fill up Learner's License application Form
5. Click on Next Button to proceed
6. Visit RTO on scheduled date with original documents & Fee Slip"
What documents are required for a learner's license application?,"Steps to for Learners' Licence for New Learner's License (Flow may be differ from state to state):-
1. Visit https://sarathi.parivahan.gov.in/
2. Select concerned state
3. Click on ""Application for New Learners License"" from ""Learner's License"" menu
4. Fill up Learner's License application Form
5. Click on Next Button to proceed
6. Visit RTO on scheduled date with original documents & Fee Slip"
How do I renew my driving license?,"Steps to for Learners' Licence for New Learner's License (Flow may be differ from state to state):-
1. Visit https://sarathi.parivahan.gov.in/
2. Select concerned state
3. Click on ""Application for New Learners License"" from ""Learner's License"" menu
4. Fill up Learner's License application Form
5. Click on Next Button to proceed
6. Visit RTO on scheduled date with original documents & Fee Slip"
What is the process for renewing my driving license?,Learner's License validity is for 6 Months and post expiry you can only get a new Learner's License. The expired License cannot be renewed.
Can I renew my expired driving license online?,Learner's License validity is for 6 Months and post expiry you can only get a new Learner's License. The expired License cannot be renewed.
How to apply for driving license renewal?,Learner's License validity is for 6 Months and post expiry you can only get a new Learner's License. The expired License cannot be renewed.
What documents are needed for license renewal?,"License copy, ID proof, address proof, and medical certificate (if applicable)."
How to know my application number?,Check the confirmation email or login to the portal to view your application.
I lost my application number; how can I retrieve it?,"Retrieve it through the ""Forgot Application Number"" option on the portal."
What should I do if I can't find my application number?,Use the portal’s recovery tool or check your email/SMS for confirmation.
How do I get my application number if I missed it?,"Visit the portal and select ""Retrieve Application Number"" to recover it."
Can I recover my application number from the portal?,"Yes, you can recover it via the portal’s application recovery feature."
How to apply for the addition of a class of vehicle?,Submit an online request for the addition of a vehicle class via the portal.
Can I add another vehicle class to my driving license?,"Yes, apply for an additional class through the Parivahan portal."
What is the process to add a class of vehicle?,"Log in, submit the request, upload documents, and pay the fee online."
How do I modify my driving license to include more classes?,Apply for class addition through the portal by selecting the 'Add Class' option.
Can I apply for a new vehicle class after getting my license?,"You need your existing license, identity proof, address proof, medical certificate (if required), and recent photographs."
How to upload documents for my application?,"Yes, you can apply for an additional vehicle class on the Sarathi Parivahan portal."
I have uploaded my documents but still facing issues; what to do?,"Log in to the portal, select your application, and follow the prompts to upload required documents in the specified format."
What should I do if my documents are not getting uploaded?,Ensure the documents meet size and format requirements. Clear your browser cache and try again or contact support for assistance.
How can I replace a document I previously uploaded?,"Check for correct file format (PDF, JPEG), reduce file size if too large, and ensure a stable internet connection. Retry or reach out to the portal's technical support."
What to do if I encounter errors while uploading documents?,"Double-check file size and format, refresh the page, or try a different browser. If the problem persists, contact the helpdesk."
How to change my mobile number on my driving license?,"Log in to the portal, go to the 'Update Mobile Number' section, and follow the instructions to update your mobile number."
Can I update my email ID on my driving license?,"Yes, you can update your email ID through the Sarathi Parivahan portal under the 'Update Contact Details' option."
What is the process for updating my personal details after application submission?,"Log in to the portal, select 'Modify Application,' and update your details."
How do I modify my details in the driving license application?,Use the 'Edit Application' option on the Sarathi Parivahan portal to modify details.
Can I change my address on my driving license?,"Yes, apply for an address change via the portal by submitting relevant proof."
How do I get a refund for my cancelled application?,"Request a refund through the portal’s refund section, if eligible."
What is the process to claim a refund for my application?,"Visit the portal, go to the refund section, and follow the instructions for refund claims."
Can I get my fees refunded if my application is cancelled?,"Yes, if eligible, request a refund via the online portal."
How to apply for a refund of my application fee?,Apply for a refund through the refund option on the Sarathi Parivahan portal.
What should I do to receive a refund for my driving license application?,Submit a refund request online on the portal under 'Refund' after cancellation.
I can't submit my application; what should I do?,"Double-check your form for any missing or incorrect information, then retry. If the issue persists, clear your browser cache or try using a different browser."
The system shows errors during application submission; how to proceed?,"Review the error message carefully, correct any issues, and try submitting again. If the problem continues, contact technical support for assistance.Review the error message carefully, correct any issues, and try submitting again. If the problem continues, contact technical support for assistance."
What should I do if my application won't go through?,"Ensure all required fields are completed correctly, check your internet connection, and try submitting again. If it still fails, contact the portal’s helpdesk."
How can I resolve submission errors on the portal?,"First, clear your browser’s cache and cookies, or switch to a different browser. Verify all document formats and form entries before resubmitting."
What steps to take if my application gets rejected?,"Review the rejection reasons provided, make the necessary corrections or updates to your application, and resubmit. If unclear, reach out to the RTO or portal support for help."
Can I apply for a driving license if I'm 16 years old?,"The age criteria are as follows:
1. 16 years of age for MCWOG vehicle class (Private Vehicle)
2. 18 years of age for LMV (Light Motor Vehicle) & MCWG vehicle class (Private Vehicle)
3. 20 years of age for Transport Vehicle
4. 18 years of age for Conductor License

Read moreabout I am 16 Years Old, which class of vehicle I can apply."
What are the eligibility criteria for a driving license?,"The age criteria are as follows:
1. 16 years of age for MCWOG vehicle class (Private Vehicle)
2. 18 years of age for LMV (Light Motor Vehicle) & MCWG vehicle class (Private Vehicle)
3. 20 years of age for Transport Vehicle
4. 18 years of age for Conductor License

Read moreabout I am 16 Years Old, which class of vehicle I can apply."
Am I eligible to apply for a learner's license?,"The age criteria are as follows:
1. 16 years of age for MCWOG vehicle class (Private Vehicle)
2. 18 years of age for LMV (Light Motor Vehicle) & MCWG vehicle class (Private Vehicle)
3. 20 years of age for Transport Vehicle
4. 18 years of age for Conductor License

Read moreabout I am 16 Years Old, which class of vehicle I can apply."
Can color blind individuals apply for a driving license?,"Yes, you need to get the medical certificate from the hospital."
What are the age requirements for obtaining a driving license?,"The age criteria are as follows:
1. 16 years of age for MCWOG vehicle class (Private Vehicle)
2. 18 years of age for LMV (Light Motor Vehicle) & MCWG vehicle class (Private Vehicle)
3. 20 years of age for Transport Vehicle
4. 18 years of age for Conductor License

Read moreabout I am 16 Years Old, which class of vehicle I can apply."
My session expired while applying for a Learner License; what should I do?,The session does not save any data. The applicant should apply again for the same
I lost my progress due to session timeout; how can I continue?,The session does not save any data. The applicant should apply again for the same
How can I recover my application after a session expiry?,The session does not save any data. The applicant should apply again for the same
What should I do if my session ends while filling out the application form?,The session does not save any data. The applicant should apply again for the same
I was logged out during my application process; how do I proceed?,The session does not save any data. The applicant should apply again for the same
Can I apply for an Indian Driving License if I'm not an Indian citizen?,"Yes, you can apply for Driving License in India.
Eligibility criteria:-
1. If you are a Diplomat: You can apply for Driving License directly.
2. If you are a Non-Diplomat: You have to apply for Learner's License, before proceeding for Driving License.

Read moreabout I am not an Indian citizen; can I apply for Indian Driving License?"
What is the process for a foreign national to apply for an Indian Driving License?,"Yes, you can apply for Driving License in India.
Eligibility criteria:-
1. If you are a Diplomat: You can apply for Driving License directly.
2. If you are a Non-Diplomat: You have to apply for Learner's License, before proceeding for Driving License.

Read moreabout I am not an Indian citizen; can I apply for Indian Driving License?"
Am I eligible to get a driving license in India as a non-citizen?,"Yes, you can apply for Driving License in India.
Eligibility criteria:-
1. If you are a Diplomat: You can apply for Driving License directly.
2. If you are a Non-Diplomat: You have to apply for Learner's License, before proceeding for Driving License.

Read moreabout I am not an Indian citizen; can I apply for Indian Driving License?"
Are there specific requirements for foreigners applying for a driving license in India?,"Yes, you can apply for Driving License in India.
Eligibility criteria:-
1. If you are a Diplomat: You can apply for Driving License directly.
2. If you are a Non-Diplomat: You have to apply for Learner's License, before proceeding for Driving License.

Read moreabout I am not an Indian citizen; can I apply for Indian Driving License?"
Can a foreigner apply for a learner's license in India?,"Yes, you can apply for Driving License in India.
Eligibility criteria:-
1. If you are a Diplomat: You can apply for Driving License directly.
2. If you are a Non-Diplomat: You have to apply for Learner's License, before proceeding for Driving License.

Read moreabout I am not an Indian citizen; can I apply for Indian Driving License?"
Can I apply for two learner's licenses for the same category?,No
I already have a valid Learner's License; can I apply for another class?,"No, you can endorse the class of vehicle on the same Learning License"
How to apply for a learner's license for a different class of vehicle?,You can endorse the class of vehicle on the same Learning License
What is the procedure to add a new class to my existing learner's license?,You can endorse the class of vehicle on the same Learning License
Can I get a learner's license for another vehicle class if I already possess one?,You can endorse the class of vehicle on the same Learning License
How do I apply for CAMP registration?,You need to contact your Zonal Office/Transport Department
What is the process for registering for CAMP?,You need to contact your Zonal Office/Transport Department
Where can I find information on CAMP registration?,You need to contact your Zonal Office/Transport Department
How to register for the CAMP online?,You need to contact your Zonal Office/Transport Department
What documents are needed for CAMP registration?,You need to contact your Zonal Office/Transport Department
Where do I get the pre-filled application forms?,"Steps follow for Application Form:-
1. Visit https://sarathi.parivahan.gov.in/
2. Select concerned state
3. Click on ""Print Application Form"" from ""Others"" menu

Read moreabout Where do I get the pre-filled application forms?"
How can I obtain the forms for my application?,"Steps follow for Application Form:-
1. Visit https://sarathi.parivahan.gov.in/
2. Select concerned state
3. Click on ""Print Application Form"" from ""Others"" menu

Read moreabout Where do I get the pre-filled application forms?"
What is the procedure for getting pre-filled forms?,"Steps follow for Application Form:-
1. Visit https://sarathi.parivahan.gov.in/
2. Select concerned state
3. Click on ""Print Application Form"" from ""Others"" menu

Read moreabout Where do I get the pre-filled application forms?"
Do I need to print the application form if I filed it online?,"Steps follow for Application Form:-
1. Visit https://sarathi.parivahan.gov.in/
2. Select concerned state
3. Click on ""Print Application Form"" from ""Others"" menu

Read moreabout Where do I get the pre-filled application forms?"
Why is printing the form necessary after applying online?,"Steps follow for Application Form:-
1. Visit https://sarathi.parivahan.gov.in/
2. Select concerned state
3. Click on ""Print Application Form"" from ""Others"" menu

Read moreabout Where do I get the pre-filled application forms?"
Is there a test for the Learner's License?,"No, Learners' License test is not required"
What tests are involved in obtaining a learner's license?,"No, Learners' License test is not required"
Can I take the learner's license test from home?,You need to report the concerned RTO or their authorized learning license test center.
What should I do if the learner's license exam stops due to an error?,You need to report the concerned RTO or examination authority.
How do I prepare for the learner's license test?,"Yes, you can practice mock test here (sample set of questions) here:-
1. Visit https://sarathi.parivahan.gov.in/
2. Select concerned state
3. Select ""Mock Test for Learners' License"" from ""Learner License"" menu

Read moreabout Is any mock test available for Learner's License?"
What is the eligibility criteria for obtaining a Learner's License?,"Yes, you have to pass the online test (STALL Test) to get Learner's License. After the completion of its one month you need to appear for driving test to get your driving license."
What questions can I expect on the Learner's License test?,"You can practice some Learners License test questions (sample set of questions) here:-
1. https://sarathi.parivahan.gov.in/
2. Select concerned state
3. Click on ""Sample question for LL Test"" from ""Learner License"" menu

Read moreabout What are the probable questions for Learner's License test to be qualified for obtaining Learner's License?"
Are there any mock tests available for the Learner's License?,"Yes, you can practice mock test here (sample set of questions) here:-
1. Visit https://sarathi.parivahan.gov.in/
2. Select concerned state
3. Select ""Mock Test for Learners' License"" from ""Learner License"" menu

Read moreabout Is any mock test available for Learner's License?"
What steps are involved in the online learner's license test?,"The test which is taken up by the Transport Department to issue the learners license via online mode.

Read moreabout What is the meaning of Online Test for learner's License?"
How can I get my exam test sheet with detailed results?,You need to ask your concerned RTO for the same.
What is the validity period of a Learner's License?,"Learner's License validity is for 6 Months, and you can apply for New Driving License after 30 days.

Read moreabout What is the validity of Learner License?"
How do I renew my Learner's License?,"Visit https://sarathi.parivahan.gov.in/, select your state, fill out the renewal form, upload documents, and pay the fees. Schedule an RTO appointment if needed."
Is the Learner's License valid throughout India?,"Yes, it is valid across India, though some states may have specific requirements."
What documents do I need to carry to the RTO office for renewal?,"Carry your Learner's License, ID proof, address proof, photos, and payment receipt."
How can I update my mobile number associated with my Learner's License?,"Steps follow for Mobile number update in License:-
1. Visit https://sarathi.parivahan.gov.in/
2. Select concerned state
3. Click on ""Mobile Number Update"" from ""Others"" menu

Read moreabout How can I update my Learners' License mobile number?"
Why do I need to visit the RTO after submitting my application online?,"After completing online procedure for further processing of application you should visit the concerned RTO office with the required documents as shown on the acknowledgement slip. You should also carry a copy of the fee receipt

Read moreabout After online procedure is completed why should we visit the RTO?"
"What does it mean when my application is ""under scrutiny & processing at RTO Level""?","Application under scrutiny means applicant is required to visit the concerned RTO for physical verification of documents, and submit his/ her Biometrics to complete the application process.

Read moreabout What is the meaning of ""Application is under scrutiny & processing at RTO Level""?"
What steps should I take after completing the online procedure for my Learner's License?,"After completing online procedure for further processing of application you should visit the concerned RTO office with the required documents as shown on the acknowledgement slip. You should also carry a copy of the fee receipt

Read moreabout After online procedure is completed why should we visit the RTO?"
Why is it necessary to visit the RTO after an online application submission?,After completing online procedure for further processing of application you should visit the concerned RTO office with the required documents as shown on the acknowledgement slip. You should also carry a copy of the fee receipt
How can I get a printout of my Learner's License after passing the test?,This is as per the state jurisdiction; your state is not allowing printing by the applicant.
What happens if I miss my scheduled Learner License test?,"You have to pay Retest fee and book fresh appointment.

For Retest payment visit
https://sarathi.parivahan.gov.in/ >> Select State >> and Click on Fee Payments >> Fee Payments.

For Re-appointment through visit
https://sarathi.parivahan.gov.in/ >> Select State >> Click on ""Appointments"" >> Slot booking Learner's License Test.

Read moreabout What happens if I am absent/ failed on the day of the Learner License Test?"
Can I reschedule my Learner License test?,"You have to pay Retest fee and book fresh appointment.

For Retest payment visit
https://sarathi.parivahan.gov.in/ >> Select State >> and Click on Fee Payments >> Fee Payments.

For Re-appointment through visit
https://sarathi.parivahan.gov.in/ >> Select State >> Click on ""Appointments"" >> Slot booking Learner's License Test.

Read moreabout What happens if I am absent/ failed on the day of the Learner License Test?"
I did not attend the Learner License test; what are my options now?,"You have to pay Retest fee and book fresh appointment.

For Retest payment visit
https://sarathi.parivahan.gov.in/ >> Select State >> and Click on Fee Payments >> Fee Payments.

For Re-appointment through visit
https://sarathi.parivahan.gov.in/ >> Select State >> Click on ""Appointments"" >> Slot booking Learner's License Test.

Read moreabout What happens if I am absent/ failed on the day of the Learner License Test?"
How do I take a re-appointment for the Learner License Test?,"You have to pay Retest fee and book fresh appointment.

For Retest payment visit
https://sarathi.parivahan.gov.in/ >> Select State >> and Click on Fee Payments >> Fee Payments.

For Re-appointment through visit
https://sarathi.parivahan.gov.in/ >> Select State >> Click on ""Appointments"" >> Slot booking Learner's License Test.

Read moreabout What happens if I am absent/ failed on the day of the Learner License Test?"
What should I do if I fail the Learner License test?,"You have to pay Retest fee and book fresh appointment.

For Retest payment visit
https://sarathi.parivahan.gov.in/ >> Select State >> and Click on Fee Payments >> Fee Payments.

For Re-appointment through visit
https://sarathi.parivahan.gov.in/ >> Select State >> Click on ""Appointments"" >> Slot booking Learner's License Test.

Read moreabout What happens if I am absent/ failed on the day of the Learner License Test?"
How do I book an appointment for a learner's license?,"Steps follow to Booking Appointment :-
1. Visit https://sarathi.parivahan.gov.in/
2. Select concerned state
3. Click on ""Appointments"" and Select Service.
4. Take appointment
5. Visit RTO on scheduled date with original documents.
Note: This service is available in some states only

Read moreabout How to book appointment/slot?"
Can you help me schedule a slot for my driving test?,"Steps follow to Booking Appointment :-
1. Visit https://sarathi.parivahan.gov.in/
2. Select concerned state
3. Click on ""Appointments"" and Select Service.
4. Take appointment
5. Visit RTO on scheduled date with original documents.
Note: This service is available in some states only

Read moreabout How to book appointment/slot?"
Where can I book a slot for the RTO test?,"Steps follow to Booking Appointment :-
1. Visit https://sarathi.parivahan.gov.in/
2. Select concerned state
3. Click on ""Appointments"" and Select Service.
4. Take appointment
5. Visit RTO on scheduled date with original documents.
Note: This service is available in some states only

Read moreabout How to book appointment/slot?"
Is online slot booking available for all RTOs?,"""Steps to check available Slot: 1. Visit https://sarathi.parivahan.gov.in/ 2. Select state 3. Click 'Appointments' & select service 4. Select state & RTO 5. Select date. Read more about online slot availability for all RTOs and what to do if slots are unavailable on required dates."""
Can I book my learner’s test slot online?,"""Steps to check available Slot: 1. Visit https://sarathi.parivahan.gov.in/ 2. Select state 3. Click 'Appointments' & select service 4. Select state & RTO 5. Select date. Read more about online slot availability for all RTOs and what to do if slots are unavailable on required dates."""
Are there any slots available for online booking?,"""Steps to check available Slot: 1. Visit https://sarathi.parivahan.gov.in/ 2. Select state 3. Click 'Appointments' & select service 4. Select state & RTO 5. Select date. Read more about online slot availability for all RTOs and what to do if slots are unavailable on required dates."""
I missed my learner’s license test appointment. What do I do now?,"Steps follow to Booking/Reschedule or Cancel Appointment/Slot :-1. Visit https://sarathi.parivahan.gov.in/2. Select concerned state3. Click on ""Appointments"" and Select Service.4. Take appointment5. Visit RTO on scheduled date with original documents.Note: This service is available in some states only Read moreabout I did not attend Learner License test on the scheduled date of appointment? What should I do?"
What should I do if I couldn’t attend my RTO test?,"Steps follow to Booking/Reschedule or Cancel Appointment/Slot :-1. Visit https://sarathi.parivahan.gov.in/2. Select concerned state3. Click on ""Appointments"" and Select Service.4. Take appointment5. Visit RTO on scheduled date with original documents.Note: This service is available in some states only Read moreabout I did not attend Learner License test on the scheduled date of appointment? What should I do?"
"I didn’t attend the test, can I reschedule it?","Steps follow to Booking/Reschedule or Cancel Appointment/Slot :-1. Visit https://sarathi.parivahan.gov.in/2. Select concerned state3. Click on ""Appointments"" and Select Service.4. Take appointment5. Visit RTO on scheduled date with original documents.Note: This service is available in some states only Read moreabout I did not attend Learner License test on the scheduled date of appointment? What should I do?"
How can I reschedule my learner’s license test?,"""Steps for Booking/Rescheduling/Canceling Appointment: 1. Visit https://sarathi.parivahan.gov.in/ 2. Select state 3. Click 'Appointments' & select service 4. Take appointment 5. Visit RTO with documents on scheduled date. Note: Available in some states only. Read more about rebooking/rescheduling DL slot after fee payment."""
Can I change the appointment date for my driving test?,"""Steps for Booking/Rescheduling/Canceling Appointment: 1. Visit https://sarathi.parivahan.gov.in/ 2. Select state 3. Click 'Appointments' & select service 4. Take appointment 5. Visit RTO with documents on scheduled date. Note: Available in some states only. Read more about rebooking/rescheduling DL slot after fee payment."""
"I want to reschedule my test, how do I do it?","""Steps for Booking/Rescheduling/Canceling Appointment: 1. Visit https://sarathi.parivahan.gov.in/ 2. Select state 3. Click 'Appointments' & select service 4. Take appointment 5. Visit RTO with documents on scheduled date. Note: Available in some states only. Read more about rebooking/rescheduling DL slot after fee payment."""
How can I cancel and rebook my RTO appointment?,"""Steps for Booking/Rescheduling/Canceling Appointment: 1. Visit https://sarathi.parivahan.gov.in/ 2. Select state 3. Click 'Appointments' & select service 4. Take appointment 5. Visit RTO with documents on scheduled date. Note: Available in some states only. Read more about rebooking/rescheduling DL slot after fee payment."""
"I want to cancel my learner’s test appointment, how do I do it?","""Steps for Booking/Rescheduling/Canceling Appointment: 1. Visit https://sarathi.parivahan.gov.in/ 2. Select state 3. Click 'Appointments' & select service 4. Take appointment 5. Visit RTO with documents on scheduled date. Note: Available in some states only. Read more about rebooking/rescheduling DL slot after fee payment."""
What’s the process for cancelling my test and scheduling a new one?,"""Steps for Booking/Rescheduling/Canceling Appointment: 1. Visit https://sarathi.parivahan.gov.in/ 2. Select state 3. Click 'Appointments' & select service 4. Take appointment 5. Visit RTO with documents on scheduled date. Note: Available in some states only. Read more about rebooking/rescheduling DL slot after fee payment."""
How many times can I reschedule my learner’s license appointment?,Appointment can be cancelled max 2 times or (As per state policy)
Is there a limit to how many times I can cancel my RTO test?,Appointment can be cancelled max 2 times or (As per state policy)
How many times can I change the test slot?,Appointment can be cancelled max 2 times or (As per state policy)
There are no slots available for 30 days. What should I do?,"Steps follow to check available Slot:-1. Visit https://sarathi.parivahan.gov.in/2. Select concerned state 3. Click on ""Appointments"" and Select Service. 4. Select concerned state and RTO 5. Select date Read moreabout Slots are not available for next 30/60/90 days, how to book appointment?"
How do I book if no test slots are open for the next month?,"Steps follow to check available Slot:-1. Visit https://sarathi.parivahan.gov.in/2. Select concerned state 3. Click on ""Appointments"" and Select Service. 4. Select concerned state and RTO 5. Select date Read moreabout Slots are not available for next 30/60/90 days, how to book appointment?"
I can’t find any available slots for the next 60 days. Help?,"Steps follow to check available Slot:-1. Visit https://sarathi.parivahan.gov.in/2. Select concerned state 3. Click on ""Appointments"" and Select Service. 4. Select concerned state and RTO 5. Select date Read moreabout Slots are not available for next 30/60/90 days, how to book appointment?"
"My learner's license is expiring soon, but no test slots are available?",Appointment need to be rescheduled for next time
What should I do if my learner’s license expires and I can’t book a test?,Appointment need to be rescheduled for next time
"How do I renew my learner’s license if it's expiring and no test slots are open?""",Appointment need to be rescheduled for next time
How do I add a new class of vehicle to my license?,There is no need for appointment in addition endorsement
I want to apply for an additional vehicle class. What's the process?,There is no need for appointment in addition endorsement
Can I book an appointment to add a class to my current license?,There is no need for appointment in addition endorsement
I’m not receiving the OTP for my appointment booking?,"You need to contact your Zonal Office/Transport Department, while carrying the original document(s)"
Why is the OTP not coming to my phone for the learner’s test?,"You need to contact your Zonal Office/Transport Department, while carrying the original document(s)"
I haven’t received the OTP for rescheduling my appointment?,"You need to contact your Zonal Office/Transport Department, while carrying the original document(s)"
How do I rebook my driving test after I’ve paid?,"""Steps for Booking/Rescheduling/Canceling Appointment: 1. Visit https://sarathi.parivahan.gov.in/ 2. Select state 3. Click 'Appointments' & select service 4. Take appointment 5. Visit RTO with documents on scheduled date. Note: Available in some states only. Read more about rebooking/rescheduling DL slot after fee payment."""
"I’ve paid the fees, but how can I reschedule my slot?","""Steps for Booking/Rescheduling/Canceling Appointment: 1. Visit https://sarathi.parivahan.gov.in/ 2. Select state 3. Click 'Appointments' & select service 4. Take appointment 5. Visit RTO with documents on scheduled date. Note: Available in some states only. Read more about rebooking/rescheduling DL slot after fee payment."""
"I’ve paid the fees, but how can I reschedule my slot?","""Steps for Booking/Rescheduling/Canceling Appointment: 1. Visit https://sarathi.parivahan.gov.in/ 2. Select state 3. Click 'Appointments' & select service 4. Take appointment 5. Visit RTO with documents on scheduled date. Note: Available in some states only. Read more about rebooking/rescheduling DL slot after fee payment."""
No slots are available for my driving skill test?,"You need to contact your Zonal Office/Transport Department, while carrying the original document(s)"
"I can’t find any dates for the driving test, what do I do?","You need to contact your Zonal Office/Transport Department, while carrying the original document(s)"
What should I do if there are no available test slots for my driving test?,"You need to contact your Zonal Office/Transport Department, while carrying the original document(s)"
